1	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0
0	0.836363636	1	0	0	0	0	0	0	0
0	0.745454545	0.745454545	1	0	0	0	0	0	0
0	0.636363636	0.636363636	0.636363636	1	0	0	0	0	0
0	0.636363636	0.636363636	0.636363636	0.872727273	1	0	0	0	0
0	0.418181818	0.418181818	0.418181818	0.418181818	0.418181818	1	0	0	0
0	0.418181818	0.418181818	0.418181818	0.418181818	0.418181818	0.636363636	1	0	0
0	0.363636364	0.363636364	0.363636364	0.363636364	0.363636364	0.363636364	0.363636364	1	0
0	0.363636364	0.363636364	0.363636364	0.363636364	0.363636364	0.363636364	0.363636364	0.763636364	1
