52	62	12	0.33	7.6	2.51	22.8
66	75	20	0.35	11.8	4.13	23.6
60	72	12	0.28	8.3	2.32	24.9
60	73	20	0.36	8.9	3.2	17.8
62	72	22	0.42	11	4.62	22
55	63	12	0.33	7.4	2.44	22.2
47	54	10.5	0.25	4.1	1.02	12.3
60	65	11.5	0.29	8.3	2.41	24.9
58	69	22.8	0.36	6.3	2.27	18.9
62	72	20.5	0.32	10.8	3.46	21.6
58	70	20.5	0.42	7.9	3.32	15.8
45	55	9.5	0.23	5.5	1.27	11
47	57	12	0.22	9.5	2.09	28.5
53	63	18	0.29	7.2	2.09	21.6
54	68	12	0.24	9.9	2.38	39.6
47	57	10	0.23	9.5	2.18	9.5
70	84	22	0.5	11.2	5.6	11.2
