1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.933333333	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.866666667	0.866666667	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.666666667	0.666666667	0.666666667	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.666666667	0.666666667	0.666666667	0.933333333	1	0	0	0	0	0	0	0	0	0	0	0	0
0.666666667	0.666666667	0.666666667	0.866666667	0.866666667	1	0	0	0	0	0	0	0	0	0	0	0
0.6	0.6	0.6	0.6	0.6	0.6	1	0	0	0	0	0	0	0	0	0	0
0.4	0.4	0.4	0.4	0.4	0.4	0.4	1	0	0	0	0	0	0	0	0	0
0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.933333333	1	0	0	0	0	0	0	0	0
0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.8	0.8	1	0	0	0	0	0	0	0
0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.8	0.8	0.933333333	1	0	0	0	0	0	0
0.266666667	0.266666667	0.266666667	0.266666667	0.266666667	0.266666667	0.266666667	0.266666667	0.266666667	0.266666667	0.266666667	1	0	0	0	0	0
0.266666667	0.266666667	0.266666667	0.266666667	0.266666667	0.266666667	0.266666667	0.266666667	0.266666667	0.266666667	0.266666667	0.933333333	1	0	0	0	0
0.133333333	0.133333333	0.133333333	0.133333333	0.133333333	0.133333333	0.133333333	0.133333333	0.133333333	0.133333333	0.133333333	0.133333333	0.133333333	1	0	0	0
0.133333333	0.133333333	0.133333333	0.133333333	0.133333333	0.133333333	0.133333333	0.133333333	0.133333333	0.133333333	0.133333333	0.133333333	0.133333333	0.933333333	1	0	0
0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
